wage,educ,exper,age,sex,race,married,union,sector,overtime,economy
31.19,16.0,22.0,38.0,female,asian,yes,no,manufacturing,no,Manufacturing
28.77,14.0,10.0,32.0,female,white,yes,no,services,no,Services
27.73,17.0,26.0,40.0,male,white,no,no,other,yes,Healthcare
21.69,18.0,10.0,35.0,male,black,yes,yes,services,no,Education
20.88,14.0,20.0,39.0,male,asian,yes,no,services,yes,Services
21.71,14.0,10.0,24.0,male,hispanic,yes,no,services,no,Services
17.18,17.0,23.0,47.0,female,other,no,no,services,no,Services
13.67,10.0,14.0,26.0,male,white,no,no,services,no,Services
17.14,15.0,27.0,47.0,male,white,yes,no,manufacturing,no,Manufacturing
25.44,16.0,27.0,46.0,male,white,no,no,services,no,Services
19.02,14.0,23.0,52.0,female,black,yes,no,services,no,Education
21.24,17.0,19.0,39.0,male,white,no,no,manufacturing,no,Manufacturing
23.74,17.0,12.0,36.0,female,white,no,no,services,no,Education
19.47,12.0,5.0,23.0,female,white,yes,yes,services,no,Services
28.3,19.0,12.0,36.0,female,hispanic,no,no,services,no,Services
25.39,15.0,18.0,30.0,male,white,yes,no,manufacturing,no,Manufacturing
23.93,18.0,17.0,39.0,female,black,no,no,other,no,Government
21.71,12.0,19.0,38.0,male,hispanic,no,no,manufacturing,yes,Manufacturing
18.19,15.0,2.0,27.0,female,white,yes,no,services,no,Services
20.04,13.0,9.0,40.0,male,white,yes,no,other,no,Government
28.64,15.0,19.0,44.0,female,white,yes,no,services,no,Healthcare
11.13,15.0,27.0,56.0,male,white,no,no,services,yes,Services
24.39,11.0,18.0,34.0,female,white,yes,no,services,no,Healthcare
14.09,9.0,10.0,31.0,male,white,yes,no,manufacturing,no,Manufacturing
20.47,15.0,15.0,45.0,male,asian,yes,no,services,no,Healthcare
13.1,15.0,7.0,25.0,male,other,yes,no,services,no,Services
16.3,19.0,13.0,33.0,male,white,yes,no,services,no,Healthcare
17.49,13.0,21.0,39.0,male,white,no,no,manufacturing,no,Manufacturing
20.39,17.0,0.0,18.0,male,white,no,no,manufacturing,no,Manufacturing
10.0,15.0,6.0,26.0,female,hispanic,no,no,services,no,Services
23.67,17.0,14.0,39.0,female,white,no,no,manufacturing,no,Manufacturing
21.54,14.0,13.0,31.0,female,white,yes,no,services,no,Education
12.65,13.0,18.0,37.0,female,other,yes,no,services,no,Healthcare
31.96,19.0,26.0,52.0,female,white,no,no,services,no,Healthcare
21.69,13.0,12.0,33.0,female,white,yes,no,services,no,Education
10.0,10.0,36.0,56.0,male,asian,yes,no,services,yes,Services
26.46,18.0,34.0,65.0,female,hispanic,no,no,services,yes,Services
22.79,14.0,23.0,34.0,female,black,yes,no,services,no,Services
18.0,14.0,0.0,20.0,female,white,yes,no,services,no,Services
24.12,18.0,17.0,43.0,male,hispanic,yes,yes,manufacturing,no,Manufacturing
17.23,13.0,11.0,30.0,male,white,yes,yes,manufacturing,no,Manufacturing
13.88,14.0,16.0,39.0,female,other,no,no,services,yes,Services
19.04,13.0,26.0,47.0,female,other,no,no,services,no,Healthcare
25.17,15.0,8.0,41.0,female,white,yes,no,services,no,Healthcare
24.72,17.0,22.0,46.0,female,hispanic,yes,no,other,yes,Services
19.6,17.0,0.0,24.0,male,white,yes,no,services,no,Education
12.26,13.0,22.0,38.0,female,white,no,no,services,no,Services
14.19,10.0,15.0,25.0,male,white,yes,no,other,no,Government
13.15,10.0,7.0,21.0,male,white,no,no,services,no,Healthcare
25.96,17.0,5.0,26.0,male,white,no,no,other,yes,Government
24.97,14.0,7.0,28.0,male,hispanic,yes,no,other,no,Government
24.11,13.0,21.0,39.0,male,white,yes,no,manufacturing,no,Manufacturing
24.42,16.0,16.0,41.0,female,white,no,no,services,yes,Healthcare
16.53,12.0,8.0,32.0,male,hispanic,yes,no,services,no,Education
15.29,15.0,6.0,25.0,male,asian,no,no,services,no,Services
22.48,19.0,5.0,29.0,female,white,yes,no,manufacturing,yes,Manufacturing
16.29,17.0,19.0,42.0,male,black,no,no,manufacturing,no,Manufacturing
23.21,16.0,3.0,27.0,female,white,no,no,services,no,Healthcare
10.0,12.0,8.0,27.0,female,white,no,no,services,no,Services
10.0,10.0,14.0,33.0,female,hispanic,yes,no,services,yes,Services
20.02,12.0,2.0,18.0,male,asian,yes,no,services,yes,Services
25.63,10.0,17.0,34.0,male,hispanic,yes,no,services,no,Services
14.08,18.0,19.0,41.0,female,white,no,no,services,yes,Services
29.69,20.0,24.0,56.0,male,black,no,yes,services,no,Services
10.94,8.0,4.0,19.0,female,black,no,no,services,no,Services
13.92,11.0,6.0,27.0,female,black,no,no,services,no,Services
19.09,13.0,12.0,32.0,female,white,yes,yes,services,no,Services
20.57,15.0,13.0,38.0,male,black,yes,no,services,no,Services
28.17,16.0,17.0,40.0,male,white,yes,no,services,no,Education
12.62,16.0,17.0,40.0,male,hispanic,no,no,services,yes,Healthcare
21.35,16.0,9.0,32.0,male,white,no,yes,services,no,Healthcare
19.88,16.0,26.0,46.0,female,white,yes,no,manufacturing,no,Manufacturing
18.69,12.0,6.0,26.0,female,white,no,no,manufacturing,no,Manufacturing
15.37,15.0,14.0,38.0,female,white,no,no,other,no,Government
21.66,15.0,26.0,40.0,male,hispanic,no,no,services,no,Education
19.7,13.0,14.0,29.0,male,white,no,no,services,no,Education
15.53,13.0,2.0,23.0,male,white,no,no,services,no,Services
20.84,17.0,2.0,25.0,male,white,yes,no,manufacturing,no,Manufacturing
10.0,10.0,30.0,46.0,male,white,no,no,services,no,Services
13.77,13.0,23.0,35.0,female,white,no,no,services,yes,Services
16.19,16.0,11.0,29.0,male,black,no,no,other,no,Government
18.09,15.0,26.0,51.0,male,black,no,no,manufacturing,no,Manufacturing
15.36,14.0,13.0,32.0,male,white,yes,no,services,yes,Services
20.21,17.0,11.0,28.0,female,white,yes,no,other,no,Healthcare
15.45,14.0,21.0,36.0,male,white,yes,no,services,no,Education
17.93,10.0,16.0,28.0,male,asian,no,no,services,no,Education
15.21,15.0,6.0,25.0,male,black,yes,no,services,no,Services
23.87,13.0,22.0,39.0,male,hispanic,no,no,manufacturing,no,Manufacturing
22.05,18.0,33.0,61.0,female,white,no,no,services,no,Services
22.75,17.0,0.0,21.0,female,white,no,no,services,yes,Education
14.04,14.0,16.0,40.0,female,white,no,no,services,no,Healthcare
16.92,11.0,2.0,18.0,male,asian,yes,no,manufacturing,no,Manufacturing
10.0,13.0,24.0,45.0,female,hispanic,yes,no,services,no,Services
24.65,17.0,21.0,45.0,male,white,yes,no,manufacturing,yes,Manufacturing
20.48,14.0,20.0,43.0,female,black,no,no,services,no,Services
17.59,13.0,15.0,39.0,male,other,no,no,manufacturing,no,Manufacturing
11.9,14.0,10.0,31.0,male,white,yes,no,other,no,Healthcare
17.68,11.0,11.0,26.0,male,white,no,no,manufacturing,yes,Manufacturing
28.83,15.0,19.0,37.0,male,white,no,no,services,yes,Healthcare
24.48,11.0,27.0,39.0,female,white,yes,yes,manufacturing,no,Manufacturing
27.39,18.0,7.0,30.0,female,white,yes,no,manufacturing,no,Manufacturing
24.42,17.0,7.0,29.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
12.49,10.0,25.0,43.0,male,hispanic,no,no,other,yes,Manufacturing
20.07,15.0,12.0,33.0,male,white,no,yes,manufacturing,no,Manufacturing
23.39,16.0,19.0,40.0,female,white,yes,no,services,no,Services
25.64,19.0,16.0,37.0,male,white,no,no,other,no,Healthcare
24.09,15.0,17.0,29.0,male,white,no,no,services,no,Services
18.38,12.0,16.0,36.0,female,white,no,no,services,no,Services
22.68,13.0,15.0,30.0,female,white,yes,no,manufacturing,no,Manufacturing
21.65,16.0,11.0,43.0,male,white,no,yes,manufacturing,no,Manufacturing
27.6,16.0,21.0,45.0,female,white,no,no,services,no,Services
22.46,16.0,17.0,46.0,male,white,yes,no,other,no,Government
22.73,16.0,9.0,28.0,male,white,yes,no,services,yes,Healthcare
30.19,21.0,15.0,35.0,female,other,yes,no,services,no,Services
19.57,13.0,30.0,40.0,female,black,no,no,services,yes,Education
12.09,16.0,23.0,48.0,male,white,yes,no,services,no,Healthcare
29.08,12.0,17.0,35.0,male,black,yes,no,manufacturing,yes,Manufacturing
30.33,15.0,11.0,33.0,male,white,no,no,manufacturing,yes,Manufacturing
24.72,16.0,12.0,30.0,female,white,no,no,services,no,Education
27.98,18.0,2.0,27.0,female,white,yes,no,manufacturing,no,Manufacturing
27.59,20.0,13.0,36.0,female,black,yes,no,services,no,Services
16.59,14.0,15.0,41.0,male,black,no,no,manufacturing,no,Manufacturing
18.74,14.0,0.0,21.0,male,hispanic,no,no,manufacturing,no,Manufacturing
27.91,17.0,18.0,39.0,female,white,no,no,services,no,Services
13.14,12.0,14.0,30.0,female,white,yes,no,services,no,Services
14.29,11.0,1.0,18.0,female,white,yes,no,other,yes,Services
16.77,11.0,14.0,32.0,male,black,yes,no,manufacturing,no,Manufacturing
27.29,18.0,13.0,42.0,male,white,no,no,services,no,Services
16.72,14.0,6.0,28.0,male,white,no,no,services,yes,Services
21.84,20.0,26.0,50.0,female,white,no,yes,other,yes,Healthcare
10.0,15.0,10.0,29.0,male,other,no,no,manufacturing,no,Manufacturing
29.48,21.0,22.0,43.0,male,white,no,yes,services,no,Services
25.89,18.0,10.0,33.0,female,hispanic,yes,no,services,yes,Services
21.43,16.0,0.0,18.0,male,white,no,no,services,no,Healthcare
22.26,15.0,0.0,24.0,female,black,yes,no,services,no,Services
29.71,18.0,30.0,51.0,male,white,no,no,services,no,Education
10.0,10.0,15.0,32.0,female,other,yes,no,services,no,Education
16.9,10.0,14.0,30.0,male,other,no,no,other,no,Healthcare
16.19,14.0,15.0,28.0,female,asian,no,no,services,no,Services
28.28,12.0,17.0,38.0,female,black,no,no,manufacturing,no,Manufacturing
10.0,10.0,6.0,23.0,male,asian,yes,no,services,no,Healthcare
19.36,16.0,20.0,32.0,female,white,yes,no,services,no,Healthcare
16.68,11.0,21.0,38.0,male,hispanic,no,no,services,no,Services
23.45,12.0,29.0,50.0,male,white,yes,no,services,no,Services
21.69,12.0,18.0,41.0,male,white,yes,no,services,no,Education
12.49,11.0,11.0,32.0,female,white,no,no,services,no,Healthcare
16.72,14.0,11.0,33.0,male,white,yes,no,services,no,Services
14.12,15.0,18.0,38.0,female,white,yes,no,other,yes,Services
13.1,11.0,8.0,29.0,female,white,yes,no,services,no,Services
13.04,8.0,19.0,34.0,male,white,no,no,services,no,Education
25.92,17.0,22.0,42.0,male,white,yes,no,other,yes,Manufacturing
31.83,15.0,16.0,45.0,male,white,yes,no,services,no,Services
23.99,13.0,4.0,24.0,male,white,yes,no,manufacturing,yes,Manufacturing
19.69,17.0,22.0,41.0,male,hispanic,yes,no,other,yes,Services
11.92,8.0,25.0,38.0,female,white,yes,no,services,no,Services
14.68,12.0,10.0,26.0,female,black,yes,no,services,no,Education
25.67,17.0,24.0,52.0,male,white,yes,no,manufacturing,no,Manufacturing
20.15,18.0,17.0,46.0,female,white,yes,no,other,no,Government
21.78,16.0,1.0,23.0,male,hispanic,no,no,manufacturing,yes,Manufacturing
10.0,15.0,7.0,25.0,male,white,yes,yes,services,no,Healthcare
18.87,11.0,15.0,28.0,male,white,no,no,services,no,Education
14.85,14.0,8.0,30.0,female,white,yes,no,services,no,Services
36.3,20.0,17.0,49.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
19.68,14.0,1.0,23.0,female,black,yes,no,services,yes,Services
26.18,20.0,25.0,52.0,female,black,yes,yes,manufacturing,no,Manufacturing
23.21,15.0,9.0,30.0,female,other,no,no,services,no,Services
10.49,11.0,10.0,25.0,female,white,no,no,services,yes,Services
13.91,14.0,6.0,27.0,male,black,no,no,manufacturing,yes,Manufacturing
24.05,17.0,19.0,44.0,female,white,yes,no,manufacturing,no,Manufacturing
21.56,15.0,11.0,30.0,male,white,no,no,services,no,Healthcare
22.4,17.0,17.0,42.0,female,white,yes,no,services,yes,Healthcare
22.65,15.0,17.0,40.0,male,white,no,no,services,yes,Healthcare
16.06,15.0,5.0,28.0,female,white,yes,no,other,no,Government
15.94,11.0,12.0,25.0,male,white,yes,no,manufacturing,no,Manufacturing
14.89,14.0,18.0,48.0,male,black,yes,no,services,no,Services
15.04,17.0,17.0,40.0,female,hispanic,no,no,services,no,Services
15.98,16.0,0.0,28.0,female,black,no,no,services,no,Healthcare
13.59,13.0,18.0,40.0,male,white,yes,yes,other,no,Manufacturing
10.0,12.0,8.0,25.0,female,white,no,no,services,no,Healthcare
16.06,16.0,1.0,18.0,female,white,yes,yes,services,no,Services
20.25,13.0,11.0,31.0,male,white,no,no,manufacturing,no,Manufacturing
17.33,15.0,17.0,42.0,male,hispanic,yes,no,services,no,Healthcare
11.24,15.0,19.0,38.0,male,white,yes,yes,services,yes,Services
19.71,13.0,14.0,34.0,female,hispanic,yes,no,other,yes,Manufacturing
13.84,15.0,21.0,44.0,male,black,yes,no,services,no,Education
19.86,15.0,19.0,27.0,female,asian,yes,no,other,yes,Healthcare
22.92,15.0,25.0,50.0,female,black,no,no,services,no,Education
13.07,13.0,2.0,22.0,female,white,yes,no,services,yes,Education
20.81,15.0,16.0,41.0,male,white,no,no,services,no,Services
27.1,17.0,21.0,42.0,male,hispanic,no,no,manufacturing,no,Manufacturing
23.57,17.0,5.0,35.0,female,hispanic,no,no,services,no,Services
30.21,16.0,14.0,38.0,female,white,no,no,services,yes,Education
17.25,15.0,16.0,44.0,male,white,no,no,services,no,Services
21.58,13.0,18.0,36.0,female,black,yes,no,manufacturing,no,Manufacturing
20.75,16.0,8.0,24.0,female,white,yes,no,services,yes,Education
23.99,19.0,8.0,30.0,female,white,no,no,services,yes,Education
17.9,11.0,7.0,25.0,male,white,no,no,manufacturing,no,Manufacturing
17.78,15.0,19.0,34.0,male,white,no,no,manufacturing,no,Manufacturing
24.25,12.0,6.0,22.0,male,white,no,no,other,yes,Manufacturing
28.43,13.0,19.0,39.0,female,black,no,no,services,yes,Services
37.25,19.0,16.0,38.0,male,other,yes,no,services,no,Education
17.02,11.0,14.0,27.0,female,asian,yes,no,other,no,Healthcare
26.42,16.0,15.0,30.0,male,asian,no,no,manufacturing,no,Manufacturing
22.78,17.0,13.0,37.0,female,white,yes,no,manufacturing,no,Manufacturing
21.96,13.0,22.0,43.0,male,hispanic,yes,no,other,no,Services
22.98,18.0,13.0,32.0,male,white,yes,no,services,no,Education
26.2,13.0,6.0,26.0,female,white,no,yes,services,no,Healthcare
21.95,14.0,15.0,42.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
27.65,14.0,18.0,38.0,female,white,no,no,manufacturing,no,Manufacturing
11.53,15.0,5.0,26.0,male,black,no,yes,manufacturing,no,Manufacturing
13.51,13.0,24.0,43.0,female,white,yes,no,manufacturing,no,Manufacturing
23.85,13.0,29.0,45.0,female,hispanic,yes,no,services,no,Services
13.16,12.0,13.0,28.0,male,black,yes,no,manufacturing,no,Manufacturing
16.42,12.0,9.0,27.0,male,hispanic,no,yes,manufacturing,no,Manufacturing
22.58,13.0,13.0,32.0,male,black,yes,no,services,no,Services
14.39,16.0,13.0,29.0,male,hispanic,no,no,other,no,Manufacturing
33.09,17.0,16.0,42.0,female,white,no,no,services,no,Services
12.78,15.0,12.0,37.0,male,black,yes,no,other,no,Government
11.57,11.0,3.0,23.0,female,asian,no,no,manufacturing,no,Manufacturing
10.0,12.0,19.0,35.0,female,hispanic,no,no,services,no,Services
15.36,15.0,16.0,36.0,male,white,no,yes,services,yes,Healthcare
16.76,15.0,14.0,43.0,female,asian,no,no,services,no,Healthcare
15.78,14.0,11.0,32.0,male,asian,yes,no,other,no,Manufacturing
14.07,16.0,11.0,36.0,male,other,no,no,manufacturing,no,Manufacturing
20.19,16.0,24.0,43.0,female,hispanic,yes,no,services,no,Services
10.0,13.0,13.0,25.0,male,white,yes,no,services,no,Services
19.87,14.0,9.0,32.0,female,white,yes,no,other,no,Services
18.73,11.0,36.0,59.0,female,black,no,yes,services,yes,Services
10.0,8.0,7.0,20.0,male,black,yes,no,services,no,Healthcare
10.0,11.0,11.0,26.0,female,white,yes,no,services,no,Services
14.37,12.0,0.0,21.0,female,white,no,no,other,yes,Healthcare
16.66,11.0,26.0,37.0,female,white,no,no,services,no,Healthcare
10.51,16.0,10.0,29.0,female,hispanic,no,no,services,yes,Healthcare
10.32,14.0,8.0,31.0,male,black,no,no,manufacturing,no,Manufacturing
17.39,15.0,18.0,39.0,female,white,no,no,services,no,Healthcare
21.85,15.0,17.0,36.0,male,black,no,no,services,yes,Services
19.23,14.0,22.0,42.0,female,white,yes,no,other,yes,Government
21.61,19.0,12.0,38.0,female,white,no,no,services,no,Healthcare
18.12,17.0,14.0,36.0,male,white,yes,no,services,no,Healthcare
21.16,16.0,31.0,52.0,female,white,yes,no,other,no,Healthcare
11.21,12.0,17.0,40.0,male,hispanic,no,no,services,no,Services
12.1,12.0,9.0,20.0,female,hispanic,no,no,services,no,Services
24.73,15.0,34.0,56.0,male,white,yes,no,services,no,Services
25.49,15.0,12.0,31.0,female,black,no,no,services,no,Services
36.58,18.0,20.0,43.0,male,white,yes,no,services,no,Services
19.09,12.0,2.0,21.0,female,white,no,yes,other,no,Services
29.54,17.0,20.0,48.0,male,other,no,yes,manufacturing,no,Manufacturing
13.7,10.0,27.0,40.0,female,asian,yes,no,other,yes,Government
30.14,15.0,12.0,32.0,female,white,yes,no,services,no,Services
18.58,14.0,8.0,30.0,female,white,no,no,services,yes,Education
15.48,12.0,23.0,46.0,male,black,no,no,services,yes,Education
16.87,11.0,18.0,37.0,female,white,yes,no,manufacturing,no,Manufacturing
13.56,14.0,9.0,33.0,female,white,no,yes,other,no,Manufacturing
29.14,17.0,7.0,32.0,female,white,yes,no,manufacturing,yes,Manufacturing
12.29,10.0,19.0,35.0,female,white,yes,yes,services,no,Education
20.95,12.0,17.0,39.0,female,white,yes,no,other,no,Services
18.67,13.0,21.0,41.0,male,white,yes,no,other,no,Manufacturing
18.98,13.0,11.0,23.0,female,white,yes,no,services,no,Services
22.42,12.0,33.0,54.0,male,asian,no,no,manufacturing,yes,Manufacturing
34.83,21.0,19.0,54.0,male,asian,yes,no,other,yes,Manufacturing
16.36,14.0,13.0,28.0,male,white,yes,no,services,no,Services
16.14,15.0,7.0,18.0,female,hispanic,yes,no,services,no,Services
21.81,14.0,8.0,25.0,female,white,no,no,services,no,Services
19.36,13.0,23.0,46.0,male,white,no,yes,manufacturing,no,Manufacturing
27.24,16.0,12.0,25.0,male,hispanic,yes,yes,services,no,Services
19.41,17.0,22.0,48.0,male,black,yes,no,manufacturing,no,Manufacturing
10.27,13.0,0.0,19.0,female,hispanic,yes,no,services,no,Services
10.0,9.0,19.0,41.0,male,white,no,yes,other,no,Healthcare
27.67,13.0,15.0,32.0,male,hispanic,yes,no,services,no,Services
10.69,15.0,31.0,52.0,male,white,no,yes,services,no,Services
18.63,11.0,10.0,33.0,male,asian,no,no,services,no,Healthcare
24.05,17.0,13.0,29.0,female,asian,no,no,services,no,Healthcare
17.48,15.0,13.0,36.0,male,white,no,no,services,no,Services
10.9,9.0,14.0,23.0,male,asian,no,yes,manufacturing,no,Manufacturing
10.0,13.0,13.0,35.0,male,white,yes,no,services,yes,Services
15.22,13.0,32.0,51.0,male,other,yes,no,services,no,Services
14.7,16.0,3.0,23.0,male,other,no,no,other,no,Healthcare
17.96,16.0,13.0,28.0,female,white,no,no,services,yes,Services
20.39,14.0,23.0,43.0,male,white,yes,no,other,yes,Healthcare
20.66,12.0,29.0,41.0,female,asian,no,no,services,no,Services
20.85,14.0,34.0,54.0,male,white,yes,yes,services,no,Healthcare
10.0,10.0,16.0,34.0,male,white,yes,no,other,no,Services
24.67,15.0,8.0,24.0,male,white,yes,no,manufacturing,no,Manufacturing
30.34,20.0,14.0,48.0,female,white,yes,no,services,no,Services
10.0,10.0,0.0,18.0,female,white,no,no,services,yes,Services
17.67,11.0,3.0,19.0,male,white,no,no,services,no,Services
11.16,13.0,23.0,47.0,female,other,yes,no,manufacturing,no,Manufacturing
25.28,17.0,7.0,28.0,male,white,no,no,manufacturing,no,Manufacturing
25.67,15.0,9.0,33.0,female,white,yes,no,manufacturing,yes,Manufacturing
16.05,14.0,5.0,23.0,male,white,no,no,manufacturing,no,Manufacturing
15.28,12.0,6.0,24.0,female,asian,yes,no,services,yes,Services
21.48,15.0,13.0,31.0,male,white,yes,no,manufacturing,no,Manufacturing
18.4,14.0,4.0,24.0,female,hispanic,no,no,services,yes,Services
20.93,17.0,13.0,38.0,female,asian,yes,no,services,yes,Education
17.89,17.0,15.0,42.0,female,hispanic,no,no,services,no,Services
18.63,12.0,18.0,32.0,male,white,yes,no,services,yes,Services
24.88,12.0,12.0,28.0,male,white,no,no,manufacturing,no,Manufacturing
27.65,12.0,6.0,32.0,male,black,no,no,services,no,Services
24.96,19.0,6.0,29.0,male,black,yes,no,services,yes,Services
28.19,19.0,24.0,48.0,male,white,yes,no,services,no,Education
14.46,19.0,23.0,54.0,female,asian,yes,no,services,no,Education
19.58,14.0,19.0,48.0,male,white,no,yes,services,no,Healthcare
31.83,19.0,14.0,43.0,male,hispanic,yes,no,manufacturing,yes,Manufacturing
17.95,17.0,24.0,49.0,male,hispanic,yes,no,other,no,Manufacturing
21.3,17.0,23.0,47.0,female,hispanic,no,no,services,no,Services
12.89,15.0,11.0,28.0,male,black,no,no,services,no,Services
14.01,12.0,22.0,42.0,female,white,no,yes,services,no,Services
17.46,15.0,14.0,32.0,male,hispanic,yes,no,other,no,Services
25.46,17.0,15.0,37.0,female,white,yes,no,services,no,Education
18.84,12.0,0.0,18.0,male,white,no,no,services,no,Healthcare
23.19,14.0,21.0,38.0,male,white,yes,yes,services,yes,Services
14.96,17.0,7.0,29.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
18.65,16.0,28.0,50.0,male,black,yes,no,other,no,Healthcare
16.77,16.0,30.0,46.0,male,asian,yes,no,manufacturing,no,Manufacturing
10.0,15.0,7.0,27.0,female,hispanic,no,yes,other,no,Services
13.57,12.0,0.0,18.0,female,black,yes,yes,services,no,Education
21.14,17.0,33.0,52.0,male,white,no,no,services,no,Services
22.14,19.0,15.0,36.0,female,white,no,no,other,no,Government
17.71,14.0,20.0,38.0,female,hispanic,yes,no,services,no,Services
14.85,12.0,8.0,27.0,male,white,no,no,manufacturing,no,Manufacturing
16.98,14.0,8.0,20.0,female,asian,no,no,services,no,Education
25.24,16.0,9.0,31.0,female,hispanic,yes,no,services,no,Education
25.16,12.0,20.0,39.0,female,white,yes,no,services,no,Education
18.03,17.0,18.0,42.0,female,white,yes,no,other,no,Government
13.09,13.0,14.0,31.0,female,white,no,no,manufacturing,yes,Manufacturing
23.15,16.0,13.0,25.0,male,other,yes,no,services,no,Services
20.17,11.0,10.0,23.0,male,white,no,no,services,yes,Services
20.92,19.0,14.0,42.0,male,white,yes,no,services,no,Education
25.01,17.0,18.0,40.0,female,white,yes,yes,manufacturing,yes,Manufacturing
29.16,17.0,10.0,35.0,female,hispanic,no,no,manufacturing,yes,Manufacturing
18.37,16.0,21.0,41.0,female,white,no,no,services,no,Healthcare
24.17,13.0,25.0,40.0,female,white,yes,no,manufacturing,no,Manufacturing
23.12,15.0,11.0,35.0,male,white,yes,no,services,no,Education
20.12,12.0,6.0,24.0,male,white,no,yes,other,no,Services
25.28,16.0,14.0,40.0,male,black,no,yes,other,no,Services
18.58,11.0,10.0,25.0,female,white,yes,yes,services,no,Services
12.31,13.0,5.0,19.0,male,white,no,no,services,no,Education
15.87,16.0,16.0,37.0,female,asian,no,no,services,no,Services
10.0,15.0,3.0,18.0,female,white,yes,no,other,no,Services
28.97,17.0,14.0,35.0,male,white,yes,no,services,yes,Services
26.5,19.0,12.0,39.0,male,black,no,yes,manufacturing,no,Manufacturing
18.03,15.0,10.0,30.0,male,white,yes,no,manufacturing,no,Manufacturing
10.07,13.0,0.0,22.0,female,hispanic,yes,no,services,no,Services
24.77,14.0,27.0,46.0,female,white,no,no,services,no,Education
10.0,14.0,18.0,38.0,male,black,yes,no,services,no,Services
18.27,12.0,6.0,26.0,male,asian,yes,no,services,no,Services
25.04,17.0,14.0,34.0,male,asian,no,no,manufacturing,no,Manufacturing
10.61,12.0,8.0,20.0,male,asian,yes,no,manufacturing,no,Manufacturing
11.98,18.0,16.0,39.0,female,white,yes,no,other,yes,Services
19.24,15.0,16.0,34.0,male,white,no,no,manufacturing,no,Manufacturing
23.41,15.0,12.0,38.0,male,white,yes,no,other,yes,Services
18.49,14.0,22.0,49.0,male,black,yes,no,services,no,Services
34.93,21.0,20.0,47.0,male,other,yes,no,services,yes,Healthcare
11.34,11.0,24.0,42.0,male,white,no,no,other,yes,Manufacturing
23.22,15.0,7.0,26.0,male,asian,no,no,services,no,Education
16.92,14.0,20.0,36.0,male,hispanic,yes,yes,services,no,Healthcare
24.3,15.0,17.0,40.0,female,asian,yes,no,services,no,Services
21.12,14.0,11.0,34.0,female,white,yes,no,services,no,Services
18.56,13.0,26.0,45.0,male,white,yes,no,services,no,Services
12.48,10.0,12.0,28.0,male,asian,no,no,manufacturing,no,Manufacturing
20.47,11.0,13.0,26.0,female,white,yes,no,services,no,Healthcare
15.35,15.0,19.0,36.0,female,white,no,no,services,yes,Education
22.99,14.0,0.0,18.0,female,black,no,no,services,no,Education
24.18,16.0,6.0,29.0,female,white,yes,yes,other,no,Services
19.87,12.0,18.0,34.0,female,white,yes,no,services,no,Healthcare
21.8,14.0,10.0,29.0,male,white,yes,no,other,no,Manufacturing
20.96,17.0,1.0,22.0,female,white,no,no,manufacturing,no,Manufacturing
28.64,17.0,6.0,40.0,male,white,no,no,other,no,Government
15.49,11.0,6.0,30.0,female,white,no,yes,manufacturing,no,Manufacturing
10.0,10.0,21.0,38.0,male,white,no,no,other,no,Services
16.17,18.0,14.0,38.0,male,asian,no,no,manufacturing,no,Manufacturing
13.82,10.0,9.0,18.0,female,asian,no,yes,services,no,Services
13.31,15.0,17.0,39.0,female,white,yes,no,services,no,Services
16.59,18.0,22.0,45.0,male,asian,yes,no,services,yes,Services
13.88,15.0,20.0,39.0,male,white,no,no,services,no,Services
22.72,14.0,19.0,35.0,female,asian,yes,yes,other,no,Government
23.04,12.0,15.0,31.0,female,hispanic,yes,no,manufacturing,no,Manufacturing
32.05,15.0,11.0,39.0,male,white,yes,no,manufacturing,no,Manufacturing
23.67,19.0,19.0,43.0,female,black,yes,no,services,no,Services
10.01,11.0,8.0,31.0,female,white,no,no,services,no,Services
17.36,11.0,19.0,29.0,female,black,no,no,services,yes,Healthcare
10.0,13.0,2.0,18.0,male,black,yes,no,services,yes,Services
10.0,12.0,3.0,18.0,female,other,no,no,manufacturing,no,Manufacturing
25.48,20.0,33.0,58.0,male,white,yes,no,services,yes,Education
10.0,9.0,15.0,35.0,female,white,yes,no,services,no,Services
28.09,16.0,17.0,36.0,female,hispanic,no,no,services,no,Services
17.77,12.0,6.0,25.0,male,white,no,no,other,yes,Government
15.29,14.0,28.0,54.0,male,hispanic,no,no,services,no,Services
10.0,12.0,3.0,20.0,male,black,no,no,services,no,Healthcare
20.27,14.0,11.0,23.0,male,asian,no,no,services,no,Services
15.64,13.0,18.0,34.0,male,white,no,no,manufacturing,yes,Manufacturing
16.25,9.0,20.0,43.0,male,black,no,no,manufacturing,no,Manufacturing
29.26,16.0,22.0,51.0,male,black,yes,no,services,no,Services
13.7,15.0,14.0,27.0,male,black,yes,no,services,no,Education
18.58,13.0,8.0,29.0,male,other,yes,no,other,no,Government
18.12,14.0,8.0,28.0,male,hispanic,yes,no,manufacturing,no,Manufacturing
11.88,15.0,17.0,40.0,female,white,yes,no,services,no,Healthcare
10.72,12.0,16.0,38.0,female,white,no,no,services,no,Services
12.85,15.0,0.0,22.0,female,black,yes,no,manufacturing,no,Manufacturing
