wage,educ,exper,age,sex,race,married,union,sector,overtime
18.67,13.0,21.0,41.0,female,white,yes,no,services,no
18.98,13.0,11.0,23.0,female,white,yes,no,services,no
22.42,12.0,33.0,54.0,male,asian,no,no,manufacturing,yes
34.83,21.0,19.0,54.0,female,asian,yes,no,services,yes
16.36,14.0,13.0,28.0,female,white,yes,no,services,no
16.14,15.0,7.0,18.0,male,hispanic,yes,no,healthcare,no
21.81,14.0,8.0,25.0,male,white,no,no,healthcare,no
19.36,13.0,23.0,46.0,female,white,no,yes,manufacturing,no
27.24,16.0,12.0,25.0,male,hispanic,yes,yes,services,no
19.41,17.0,22.0,48.0,male,black,yes,no,manufacturing,no
10.27,13.0,0.0,19.0,male,hispanic,yes,no,services,no
10.0,9.0,19.0,41.0,female,white,no,yes,manufacturing,no
27.67,13.0,15.0,32.0,female,hispanic,yes,no,healthcare,no
10.69,15.0,31.0,52.0,male,white,no,yes,education,no
18.63,11.0,10.0,33.0,female,asian,no,no,services,no
24.05,17.0,13.0,29.0,male,asian,no,no,services,no
17.48,15.0,13.0,36.0,female,white,no,no,services,no
10.9,9.0,14.0,23.0,female,asian,no,yes,manufacturing,no
10.0,13.0,13.0,35.0,female,white,yes,no,healthcare,yes
15.22,13.0,32.0,51.0,male,other,yes,no,healthcare,no
14.7,16.0,3.0,23.0,male,other,no,no,government,no
17.96,16.0,13.0,28.0,female,white,no,no,services,yes
20.39,14.0,23.0,43.0,male,white,yes,no,manufacturing,yes
20.66,12.0,29.0,41.0,female,asian,no,no,services,no
20.85,14.0,34.0,54.0,female,white,yes,yes,healthcare,no
10.0,10.0,16.0,34.0,female,white,yes,no,government,no
24.67,15.0,8.0,24.0,female,white,yes,no,manufacturing,no
30.34,20.0,14.0,48.0,male,white,yes,no,healthcare,no
10.0,10.0,0.0,18.0,female,white,no,no,services,yes
17.67,11.0,3.0,19.0,male,white,no,no,services,no
11.16,13.0,23.0,47.0,female,other,yes,no,manufacturing,no
25.28,17.0,7.0,28.0,male,white,no,no,manufacturing,no
25.67,15.0,9.0,33.0,male,white,yes,no,manufacturing,yes
16.05,14.0,5.0,23.0,female,white,no,no,manufacturing,no
15.28,12.0,6.0,24.0,female,asian,yes,no,healthcare,yes
21.48,15.0,13.0,31.0,male,white,yes,no,manufacturing,no
18.4,14.0,4.0,24.0,female,hispanic,no,no,healthcare,yes
20.93,17.0,13.0,38.0,male,asian,yes,no,services,yes
17.89,17.0,15.0,42.0,male,hispanic,no,no,services,no
18.63,12.0,18.0,32.0,female,white,yes,no,education,yes
24.88,12.0,12.0,28.0,male,white,no,no,manufacturing,no
27.65,12.0,6.0,32.0,female,black,no,no,healthcare,no
24.96,19.0,6.0,29.0,male,black,yes,no,services,yes
28.19,19.0,24.0,48.0,male,white,yes,no,healthcare,no
14.46,19.0,23.0,54.0,male,asian,yes,no,healthcare,no
19.58,14.0,19.0,48.0,female,white,no,yes,healthcare,no
31.83,19.0,14.0,43.0,female,hispanic,yes,no,manufacturing,yes
17.95,17.0,24.0,49.0,male,hispanic,yes,no,manufacturing,no
21.3,17.0,23.0,47.0,female,hispanic,no,no,services,no
12.89,15.0,11.0,28.0,male,black,no,no,healthcare,no
14.01,12.0,22.0,42.0,male,white,no,yes,services,no
17.46,15.0,14.0,32.0,male,hispanic,yes,no,services,no
25.46,17.0,15.0,37.0,male,white,yes,no,healthcare,no
18.84,12.0,0.0,18.0,female,white,no,no,services,no
23.19,14.0,21.0,38.0,female,white,yes,yes,services,yes
14.96,17.0,7.0,29.0,male,hispanic,yes,no,manufacturing,no
18.65,16.0,28.0,50.0,male,black,yes,no,services,no
16.77,16.0,30.0,46.0,male,asian,yes,no,manufacturing,no
10.0,15.0,7.0,27.0,male,hispanic,no,yes,services,no
13.57,12.0,0.0,18.0,female,black,yes,yes,services,no
21.14,17.0,33.0,52.0,female,white,no,no,healthcare,no
22.14,19.0,15.0,36.0,female,white,no,no,government,no
17.71,14.0,20.0,38.0,female,hispanic,yes,no,services,no
14.85,12.0,8.0,27.0,male,white,no,no,manufacturing,no
16.98,14.0,8.0,20.0,female,asian,no,no,services,no
25.24,16.0,9.0,31.0,female,hispanic,yes,no,services,no
25.16,12.0,20.0,39.0,male,white,yes,no,services,no
18.03,17.0,18.0,42.0,male,white,yes,no,manufacturing,no
13.09,13.0,14.0,31.0,male,white,no,no,manufacturing,yes
23.15,16.0,13.0,25.0,male,other,yes,no,services,no
20.17,11.0,10.0,23.0,male,white,no,no,services,yes
20.92,19.0,14.0,42.0,female,white,yes,no,healthcare,no
25.01,17.0,18.0,40.0,male,white,yes,yes,manufacturing,yes
29.16,17.0,10.0,35.0,female,hispanic,no,no,manufacturing,yes
18.37,16.0,21.0,41.0,female,white,no,no,education,no
24.17,13.0,25.0,40.0,female,white,yes,no,manufacturing,no
23.12,15.0,11.0,35.0,male,white,yes,no,healthcare,no
20.12,12.0,6.0,24.0,male,white,no,yes,government,no
25.28,16.0,14.0,40.0,male,black,no,yes,healthcare,no
18.58,11.0,10.0,25.0,female,white,yes,yes,services,no
12.31,13.0,5.0,19.0,female,white,no,no,healthcare,no
15.87,16.0,16.0,37.0,female,asian,no,no,healthcare,no
10.0,15.0,3.0,18.0,male,white,yes,no,government,no
28.97,17.0,14.0,35.0,male,white,yes,no,services,yes
26.5,19.0,12.0,39.0,male,black,no,yes,manufacturing,no
18.03,15.0,10.0,30.0,male,white,yes,no,manufacturing,no
10.07,13.0,0.0,22.0,female,hispanic,yes,no,healthcare,no
24.77,14.0,27.0,46.0,female,white,no,no,healthcare,no
10.0,14.0,18.0,38.0,male,black,yes,no,healthcare,no
18.27,12.0,6.0,26.0,female,asian,yes,no,services,no
25.04,17.0,14.0,34.0,female,asian,no,no,manufacturing,no
10.61,12.0,8.0,20.0,female,asian,yes,no,manufacturing,no
11.98,18.0,16.0,39.0,male,white,yes,no,services,yes
19.24,15.0,16.0,34.0,female,white,no,no,manufacturing,no
23.41,15.0,12.0,38.0,male,white,yes,no,government,yes
18.49,14.0,22.0,49.0,female,black,yes,no,services,no
34.93,21.0,20.0,47.0,male,other,yes,no,services,yes
11.34,11.0,24.0,42.0,male,white,no,no,manufacturing,yes
23.22,15.0,7.0,26.0,female,asian,no,no,services,no
16.92,14.0,20.0,36.0,female,hispanic,yes,yes,education,no
24.3,15.0,17.0,40.0,male,asian,yes,no,services,no
21.12,14.0,11.0,34.0,female,white,yes,no,services,no
18.56,13.0,26.0,45.0,male,white,yes,no,services,no
12.48,10.0,12.0,28.0,male,asian,no,no,manufacturing,no
20.47,11.0,13.0,26.0,female,white,yes,no,services,no
15.35,15.0,19.0,36.0,female,white,no,no,healthcare,yes
22.99,14.0,0.0,18.0,female,black,no,no,healthcare,no
24.18,16.0,6.0,29.0,male,white,yes,yes,government,no
19.87,12.0,18.0,34.0,female,white,yes,no,services,no
21.8,14.0,10.0,29.0,male,white,yes,no,services,no
20.96,17.0,1.0,22.0,male,white,no,no,manufacturing,no
28.64,17.0,6.0,40.0,female,white,no,no,services,no
15.49,11.0,6.0,30.0,male,white,no,yes,manufacturing,no
10.0,10.0,21.0,38.0,female,white,no,no,manufacturing,no
16.17,18.0,14.0,38.0,female,asian,no,no,manufacturing,no
13.82,10.0,9.0,18.0,female,asian,no,yes,services,no
13.31,15.0,17.0,39.0,male,white,yes,no,education,no
16.59,18.0,22.0,45.0,male,asian,yes,no,education,yes
13.88,15.0,20.0,39.0,female,white,no,no,education,no
22.72,14.0,19.0,35.0,female,asian,yes,yes,healthcare,no
23.04,12.0,15.0,31.0,female,hispanic,yes,no,manufacturing,no
32.05,15.0,11.0,39.0,female,white,yes,no,manufacturing,no
23.67,19.0,19.0,43.0,female,black,yes,no,education,no
10.01,11.0,8.0,31.0,male,white,no,no,healthcare,no
17.36,11.0,19.0,29.0,female,black,no,no,services,yes
10.0,13.0,2.0,18.0,female,black,yes,no,healthcare,yes
10.0,12.0,3.0,18.0,female,other,no,no,manufacturing,no
25.48,20.0,33.0,58.0,male,white,yes,no,healthcare,yes
10.0,9.0,15.0,35.0,male,white,yes,no,healthcare,no
28.09,16.0,17.0,36.0,male,hispanic,no,no,services,no
17.77,12.0,6.0,25.0,male,white,no,no,services,yes
15.29,14.0,28.0,54.0,female,hispanic,no,no,healthcare,no
10.0,12.0,3.0,20.0,female,black,no,no,services,no
20.27,14.0,11.0,23.0,male,asian,no,no,services,no
15.64,13.0,18.0,34.0,male,white,no,no,manufacturing,yes
16.25,9.0,20.0,43.0,male,black,no,no,manufacturing,no
29.26,16.0,22.0,51.0,female,black,yes,no,services,no
13.7,15.0,14.0,27.0,female,black,yes,no,services,no
18.58,13.0,8.0,29.0,male,other,yes,no,government,no
18.12,14.0,8.0,28.0,female,hispanic,yes,no,manufacturing,no
11.88,15.0,17.0,40.0,male,white,yes,no,services,no
10.72,12.0,16.0,38.0,male,white,no,no,services,no
12.85,15.0,0.0,22.0,male,black,yes,no,manufacturing,no
21.95,13.0,17.0,36.0,male,black,yes,no,manufacturing,yes
16.06,14.0,2.0,23.0,male,white,no,no,education,no
19.69,13.0,22.0,38.0,male,hispanic,yes,no,manufacturing,yes
23.64,17.0,33.0,52.0,female,white,no,yes,services,no
34.35,15.0,18.0,37.0,male,white,yes,no,healthcare,no
20.03,16.0,16.0,39.0,female,black,no,yes,services,no
27.77,21.0,20.0,48.0,female,white,no,no,manufacturing,no
20.52,10.0,30.0,44.0,female,asian,no,no,manufacturing,no
21.04,15.0,4.0,26.0,male,asian,yes,no,manufacturing,no
23.39,19.0,20.0,49.0,female,hispanic,no,no,services,no
20.55,13.0,5.0,26.0,female,other,no,no,services,no
18.71,13.0,23.0,38.0,male,white,yes,no,services,no
26.98,15.0,13.0,26.0,male,black,yes,no,services,yes
14.22,15.0,2.0,22.0,male,white,no,no,services,no
34.01,16.0,20.0,38.0,female,white,yes,yes,education,no
14.98,15.0,15.0,27.0,female,black,yes,no,healthcare,no
21.1,16.0,15.0,33.0,male,white,yes,no,healthcare,no
15.94,14.0,15.0,32.0,female,asian,yes,no,services,no
10.0,14.0,16.0,37.0,male,black,yes,no,education,no
25.86,12.0,2.0,18.0,male,white,no,no,manufacturing,no
10.0,10.0,4.0,18.0,female,other,yes,no,healthcare,yes
15.0,13.0,9.0,27.0,male,black,yes,no,education,no
16.24,15.0,1.0,21.0,male,black,yes,no,manufacturing,yes
12.58,17.0,16.0,41.0,female,white,yes,no,education,no
27.08,17.0,7.0,26.0,female,hispanic,yes,no,services,yes
24.14,15.0,14.0,39.0,female,white,yes,no,manufacturing,yes
24.29,12.0,18.0,34.0,male,black,no,no,manufacturing,yes
12.53,16.0,4.0,31.0,female,asian,yes,no,manufacturing,no
17.72,10.0,21.0,28.0,female,white,yes,no,healthcare,yes
26.49,14.0,6.0,30.0,male,white,yes,no,education,no
10.0,9.0,17.0,32.0,female,white,no,no,manufacturing,no
12.61,13.0,17.0,38.0,female,black,yes,no,services,no
16.41,13.0,23.0,48.0,female,white,no,no,services,no
10.38,13.0,18.0,38.0,male,black,yes,no,services,no
21.95,15.0,16.0,34.0,male,white,no,no,education,no
25.59,15.0,6.0,25.0,male,white,no,no,services,no
21.93,16.0,14.0,36.0,male,white,no,no,manufacturing,no
22.98,16.0,22.0,47.0,female,white,no,no,services,yes
15.42,12.0,19.0,37.0,male,white,yes,no,manufacturing,no
12.13,10.0,14.0,32.0,male,black,yes,yes,services,no
18.38,13.0,10.0,29.0,female,white,yes,yes,manufacturing,no
38.32,21.0,15.0,45.0,female,white,no,no,services,no
25.76,15.0,14.0,27.0,male,white,yes,no,services,no
21.63,20.0,5.0,35.0,female,hispanic,no,no,healthcare,yes
14.33,14.0,0.0,18.0,male,hispanic,no,no,manufacturing,no
10.0,10.0,3.0,18.0,female,white,yes,no,manufacturing,no
18.35,19.0,14.0,41.0,female,white,no,no,healthcare,no
39.06,21.0,1.0,25.0,female,black,yes,no,manufacturing,no
28.41,16.0,13.0,35.0,male,asian,yes,no,manufacturing,no
10.0,10.0,13.0,34.0,female,white,yes,no,services,no
10.0,10.0,13.0,35.0,female,white,no,no,healthcare,no
32.66,15.0,39.0,63.0,male,white,yes,no,services,yes
16.73,14.0,0.0,19.0,male,white,yes,no,manufacturing,no
28.56,16.0,6.0,29.0,male,white,no,no,services,no
23.66,12.0,17.0,37.0,male,hispanic,yes,no,manufacturing,yes
12.25,19.0,10.0,31.0,female,black,yes,no,healthcare,no
26.51,17.0,19.0,42.0,male,white,no,no,services,yes
20.16,15.0,0.0,18.0,female,white,yes,no,education,no
20.55,18.0,10.0,36.0,female,asian,yes,yes,manufacturing,no
22.97,17.0,2.0,28.0,female,black,yes,no,healthcare,no
33.56,18.0,7.0,35.0,female,white,no,no,services,no
10.98,13.0,9.0,30.0,female,other,yes,no,education,no
25.74,19.0,10.0,36.0,female,white,no,no,healthcare,no
19.91,16.0,14.0,34.0,female,black,no,no,services,no
22.66,14.0,22.0,45.0,female,other,yes,no,education,no
20.32,15.0,19.0,38.0,female,white,yes,no,services,no
10.87,15.0,20.0,36.0,female,hispanic,no,yes,healthcare,no
26.02,13.0,10.0,32.0,male,white,no,no,education,no
25.48,17.0,2.0,26.0,female,white,no,no,healthcare,yes
16.73,13.0,36.0,54.0,male,black,no,no,healthcare,no
18.0,14.0,11.0,37.0,male,black,no,no,healthcare,no
16.96,11.0,15.0,36.0,male,black,yes,no,manufacturing,no
16.59,15.0,21.0,46.0,female,black,no,no,manufacturing,no
10.26,13.0,8.0,27.0,female,asian,yes,no,services,no
22.52,15.0,10.0,31.0,female,white,no,no,manufacturing,no
15.45,15.0,15.0,33.0,male,white,yes,yes,healthcare,no
19.08,14.0,21.0,35.0,male,asian,yes,yes,services,no
16.6,15.0,14.0,33.0,female,white,no,yes,education,no
11.63,16.0,20.0,36.0,female,hispanic,yes,no,manufacturing,yes
23.45,13.0,24.0,44.0,male,white,no,no,services,no
18.27,14.0,23.0,49.0,male,hispanic,yes,no,manufacturing,no
11.73,12.0,12.0,32.0,male,white,yes,no,services,yes
13.48,13.0,11.0,34.0,male,white,no,no,services,no
22.81,17.0,14.0,30.0,male,hispanic,yes,no,healthcare,yes
20.27,12.0,21.0,37.0,male,white,no,no,education,no
10.8,15.0,11.0,31.0,female,black,yes,no,services,no
18.03,14.0,0.0,18.0,male,hispanic,no,no,manufacturing,no
21.99,17.0,11.0,25.0,female,black,yes,no,healthcare,no
27.25,12.0,8.0,24.0,female,other,yes,no,services,no
10.0,10.0,3.0,24.0,female,black,yes,no,healthcare,no
25.2,14.0,13.0,30.0,male,black,no,no,education,no
23.42,13.0,0.0,21.0,male,asian,yes,no,education,no
13.38,18.0,17.0,44.0,male,white,yes,yes,services,yes
19.97,14.0,4.0,19.0,female,hispanic,no,no,healthcare,no
14.74,15.0,16.0,34.0,female,white,no,no,healthcare,no
22.18,16.0,15.0,31.0,male,hispanic,yes,yes,services,no
23.75,17.0,25.0,48.0,female,white,no,no,services,no
19.49,14.0,17.0,37.0,female,black,no,yes,healthcare,no
19.32,12.0,15.0,33.0,male,white,yes,no,healthcare,no
27.03,16.0,21.0,38.0,female,hispanic,yes,no,healthcare,no
16.25,11.0,18.0,41.0,female,white,yes,no,manufacturing,no
27.07,19.0,23.0,46.0,male,white,no,no,services,no
22.68,12.0,22.0,38.0,female,black,no,no,services,no
19.15,12.0,7.0,27.0,male,white,yes,no,manufacturing,no
20.25,13.0,19.0,43.0,female,white,yes,yes,manufacturing,no
15.74,11.0,6.0,18.0,male,white,no,no,manufacturing,no
23.01,12.0,23.0,36.0,male,hispanic,yes,no,manufacturing,yes
27.25,18.0,20.0,44.0,male,asian,yes,no,services,yes
25.39,19.0,7.0,34.0,female,asian,yes,no,education,no
24.66,12.0,23.0,40.0,male,black,no,no,services,no
30.66,17.0,6.0,25.0,female,hispanic,no,no,healthcare,no
10.0,13.0,18.0,42.0,female,asian,yes,no,government,no
16.69,13.0,14.0,29.0,male,black,no,no,services,no
29.66,20.0,9.0,40.0,female,white,no,no,services,yes
16.87,17.0,13.0,34.0,female,white,yes,yes,government,no
23.89,17.0,18.0,42.0,male,black,yes,yes,education,no
18.46,18.0,15.0,34.0,male,hispanic,no,no,manufacturing,no
18.19,16.0,14.0,40.0,female,hispanic,no,no,services,yes
15.62,14.0,16.0,32.0,female,hispanic,yes,no,services,yes
